Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
太阳神突刺斩,Sun God Slash,太阳神突刺斩,,,,,,太陽神刺しチョップ,태양신 찌르기 찹
死神斑爷剑,Death Glare Sword,死神斑爷剑,,,,,,死神の剣,죽음의 신의 검
纳米机甲剑,Nanomachine Armor Sword,纳米机甲剑,,,,,,ナノ・メカソード,나노 메카 소드
双剑死侍,Double Sword Deathrattle,双剑死侍,,,,,,二刀流デッドプール,투 소드 데드풀
紫斐镰刀变异版,Violet Sickle Mutated Edition,紫斐镰刀变异版,,,,,,パープル・フェイ・サイス・ミュータント,보라색 페이 낫 돌연변이
紫斐镰刀,Violet Sickle,紫斐镰刀,,,,,,パープル・フェイ・サイス,보라색 페이 낫
真雷神之锤,True Thor's Hammer,真雷神之锤,,,,,,リアル・ソーのハンマー（ビデオゲーム・シリーズ）,진짜 토르의 망치(비디오 게임 시리즈)
黑洞,Black Hole,黑洞,,,,,,ブラックホール,블랙홀
金刚狼爪,Wolvie Claw,金刚狼爪,,,,,,ウルヴァリンの爪,울버린 클로
黄金裂地刀,Golden Ground Breaker,黄金裂地刀,,,,,,ゴールデン・アース・スプリッティング・ナイフ,황금 대지 쪼개는 칼
真裂地刀,True Ground Breaker,真裂地刀,,,,,,真正包丁人,진정한 클리버
机甲枪,Mecha Gun,机甲枪,,,,,,メカガン,기계 총
雏田法球,Hinata Magic Ball,雏田法球,,,,,,デイジーのボール,데이지의 공 (무술)
路飞二档,Luffy II,路飞二档,,,,,,ルフィのセカンドギア,루피의 두 번째 기어
佐助强化霜度剑,Sasuke Enhancement Frost Sword,佐助强化霜度剑,,,,,,サスケ、フロスティ・ソードを強化,사스케가 서리의 검을 강화합니다.
森林哨兵剑,Forest Sentry Sword,森林哨兵剑,,,,,,フォレスト・センチネル・ソード,포레스트 센티널 소드
金枪鱼激光射线,Tuna Laser,金枪鱼激光射线,,,,,,マグロ・レーザー光線,참치 레이저 광선
信号枪激光射线,Signal Gun Laser Rays,信号枪激光射线,,,,,,信号銃レーザー光線,시그널 건 레이저 광선
藤蔓突刺,Vine Thorn,藤蔓突刺,,,,,,バイン・スパイク,바인 스파이크
藤蔓缠绕,Vine Wrap,藤蔓缠绕,,,,,,つるだらけ,덩굴에 걸린
干柿鬼鲛斩,Dark Slash,干柿鬼鲛斩,,,,,,キキノキ・オンスロート・チョッパー,키키노키 맹공격 헬기
赛博女孩枪,Cyber Girl Gun,赛博女孩枪,,,,,,サイバー・ガール・ガン,사이버 걸 건
蝴蝶连击剑,Butterfly Sword,蝴蝶连击剑,,,,,,バタフライ・ソード,버터플라이 소드
怪物爪子,Monster Paw,怪物爪子,,,,,,モンスター・クロー,몬스터 발톱
断重剑,Broken Sword,断重剑,,,,,,エペ,에페(펜싱)
冰雪剑,Snow Sword,冰雪剑,,,,,,氷の剣,얼음 검
蓄力激光波,Charge Laser Wave,蓄力激光波,,,,,,レーザーウェーブ,레이저 웨이브
冰女剑,Ice Sword,冰女剑,,,,,,アイスウーマンの剣,얼음 여인의 검
地刺镰刀,Earthspike Sickle,地刺镰刀,,,,,,大鎌,낫
弹钢琴,Play the piano,弹钢琴,,,,,,ピアノを弾いてください,피아노를 치다
唱歌,Sing,唱歌,,,,,,歌う,노래하다
舞蹈动画09,Dance Animation 09,舞蹈动画09,,,,,,ダンス・アニメーション 09,댄스 애니메이션 09
扭胯,Twist,扭胯,,,,,,腰をひねる,엉덩이를 비틀어보세요
拉丁舞,Latin,拉丁舞,,,,,,ラテンダンス,라틴 댄스
海草舞,Seaweed Dance,海草舞,,,,,,海藻ダンス,해초 댄스
旋转跳舞,Spin and Dance,旋转跳舞,,,,,,スピンダンス,스핀 댄스
蛇女,Snake Woman,蛇女,,,,,,蛇の女の子,뱀 소녀
蜘蛛,Spider,蜘蛛,,,,,,スパイダー,거미
蜘蛛精,Spider Essence,蜘蛛精,,,,,,スパイダーマン、コミックのスーパーヒーロー,"만화 속 슈퍼 히어로, 스파이더맨"
龙,Dragon,龙,,,,,,ドラゴン,용
丧尸,Zombie,丧尸,,,,,,ゾンビ,좀비
角色,Character,角色,,,,,,役割,역할
鸣人,Naruto,鸣人,,,,,,ナルト,나루토
雏田,Hinata,雏田,,,,,,雏田,"고다 다이스케(1934-), 일본 정치인, 2007-2010년 총리"
女魔法师,Female Wizard,女魔法师,,,,,,魔術師,마법사
赛博女孩,Cyber Girl,赛博女孩,,,,,,サイバーガール,사이버 소녀
舞女,Dancer,舞女,,,,,,踊る女の子,춤추는 소녀
妮可罗宾,Nicole Robin,妮可罗宾,,,,,,ニコール・ロビン,니콜 로빈
贵族少女,Noble Girl,贵族少女,,,,,,高貴な少女,고귀한 소녀
海洋王后,Queen of Ocean,海洋王后,,,,,,海の女王,바다의 여왕
酒吧女DJ,Bar DJ,酒吧女DJ,,,,,,バーの女性DJ,바에서 여성 DJ
破壳绿鸡仔,Shell-breaking Green Chick,破壳绿鸡仔,,,,,,壊れた緑のチキン,깨진 녹색 닭
粉色木乃伊蛋仔,Pink Mummy Egg,粉色木乃伊蛋仔,,,,,,ピンクのミイラの卵の男の子,핑크 미라 계란 소년
粉色婴儿,Pink Baby,粉色婴儿,,,,,,ピンクの赤ちゃん,핑크색 아기
红西红柿,Red Tomato,红西红柿,,,,,,赤いトマト,빨간 토마토
蓝狗狗,Blue Dog,蓝狗狗,,,,,,青い犬,파란 개
蓝衣国王,King in Blue,蓝衣国王,,,,,,青の王,파란색의 왕
恶魔蛋仔,Demon Egg,恶魔蛋仔,,,,,,デビルエッグマン,데빌 에그맨
绿熊猫蛋仔,Green Panda Egg,绿熊猫蛋仔,,,,,,グリーンパンダ ダンジ,초록 판다 단지
黄南瓜头,Yellow Pumpkin Head,黄南瓜头,,,,,,黄色いカボチャの頭,노란 호박 머리
粉兔子,Pink Bunny,粉兔子,,,,,,ピンクのウサギ,핑크색 토끼
棕猫咪,Brown Cat,棕猫咪,,,,,,茶色の猫,갈색 고양이
蓝裙公主,Blue Dress Princess,蓝裙公主,,,,,,青いドレスを着た王女,파란 드레스를 입은 공주
巧克力冰,Chocolate Ice,巧克力冰,,,,,,チョコレートアイス,초콜릿 아이스
天使,Angel,天使,,,,,,天使,천사
紫斑马,Purple zebra,紫斑马,,,,,,紫色のゼブラ,보라색 얼룩말
方仔,Fang,方仔,,,,,,方子,팡지
高级岛小矮怪,Advanced Island Dwarf,高级岛小矮怪,,,,,,上級アイランド グレムリン,고급 섬 그렘린
花嫁新娘 ,Wedding Bride ,花嫁新娘 ,,,,,,花の花嫁 ,꽃의 신부 
彩虹拖尾,Rainbow,彩虹拖尾,,,,,,虹の道,무지개 길
火拖尾,Fire Trail,火拖尾,,,,,,火の跡,화재 흔적
烟雾拖尾,Smoke,烟雾拖尾,,,,,,煙跡,연기 흔적
火焰拖尾,Flame Trail,火焰拖尾,,,,,,炎の跡,불꽃의 흔적
流光拖尾,Flowing Light Trail,流光拖尾,,,,,,ストリーマートレーリング,스트리머 후행
光束拖尾,Beam Trail,光束拖尾,,,,,,ビームテール,빔 테일
彩虹星星拖尾,Rainbow Star,彩虹星星拖尾,,,,,,レインボースター』予告編,레인보우 스타 테일
香蕉,Banana,香蕉,,,,,,バナナ,바나나
骷髅拖尾,Skeleton,骷髅拖尾,,,,,,スカルトレイル,두개골 흔적
星星,Stars,星星,,,,,,星,별
糖果拖尾,Candy Trail,糖果拖尾,,,,,,キャンディトレイル,캔디 트레일
钞票拖尾,Cash Trail,钞票拖尾,,,,,,紙幣の後続,지폐 후행
皇冠拖尾,Crown Trail,皇冠拖尾,,,,,,クラウントレーリング,크라운 후행
雪花拖尾,Snowflake,雪花拖尾,,,,,,スノーフレークトレイル,눈송이 흔적
2023拖尾,2023 Trail,2023拖尾,,,,,,2023年尾行,2023년 테일링
足球拖尾,Football Trail,足球拖尾,,,,,,サッカーの尾行,축구 미행
爆竹拖尾,Firecracker Trail,爆竹拖尾,,,,,,爆竹の後を追う,폭죽 후행
爱心拖尾,Heart Trail,爱心拖尾,,,,,,愛の尾行,사랑의 후행
烟花拖尾,Fireworks Trail,烟花拖尾,,,,,,花火の道,불꽃놀이 코스
奖杯拖尾,Trophy Trail,奖杯拖尾,,,,,,トロフィーの後続,트로피 후행
螺丝钉拖尾,Screw Trail,螺丝钉拖尾,,,,,,スクリューテーリング,스크류 테일링
云拖尾,Cloud Trail,云拖尾,,,,,,雲後縁,클라우드 트레일링 에지(지질학)
礼物拖尾,Gift Trail,礼物拖尾,,,,,,ギフトテール,선물 꼬리
雷电拖尾,Lightning Trail,雷电拖尾,,,,,,雷と稲妻の尾,천둥과 번개 꼬리
挥拳,Swing,挥拳,,,,,,パンチ,펀치
空手,Empty-handed,空手,,,,,,手ぶらで,빈손으로
旋转,Spin,旋转,,,,,,回転させる,회전하다
单手冷兵器跳跃攻击,Cold Weapon Leap Attack,单手冷兵器跳跃攻击,,,,,,片手コールドウェポン ジャンピングアタック,한손 냉기 무기 점프 공격
单手冷兵器提砍,Cold Weapon Slash,单手冷兵器提砍,,,,,,片手でのコールド・ウェポン・チョッピング,한 손으로 차가운 무기 자르기
单手持刀挥砍,Swing Knife,单手持刀挥砍,,,,,,片手でのナイフ・スイング,한 손으로 칼 휘두르기
单手冷武器360°砍（特效是180°）,Cold Weapon 360° Slash (Effect: 180°),单手冷武器360°砍（特效是180°）,,,,,,片手コールドウェポン360度斬り（特殊効果は180度）,한손 냉기 무기 360° 베기(특수 효과는 180°)
单手冷兵器刺剑,Cold Weapon Lancer,单手冷兵器刺剑,,,,,,片手用コールドウェポン銃剣,한손 냉기 총검
扫腿平砍,Leg Sweep Slash,扫腿平砍,,,,,,払い足,스윕 레그 및 플랫 찹(무술)
飞天挥砍,Flying Slash,飞天挥砍,,,,,,フライング・チョップ,플라잉 찹
二连挥剑,Double Swing,二连挥剑,,,,,,両刀使い,이중 검 휘두르기
蹲下扫砍,Squat and Slash,蹲下扫砍,,,,,,クラウチ・スイープ・チョップ,크라우치 스윕 찹
法阵,Magic Formation,法阵,,,,,,魔法陣,마법진
瞬移多砍,Teleport Cut,瞬移多砍,,,,,,テレポーテーションとマルチプルカット,텔레포트 및 다중 컷
双砍,Double Chop,双砍,,,,,,ダブルチョップ,더블 찹
横挥砍,Rampage Slash,横挥砍,,,,,,ハック,해킹
，奖励等级+,", Reward Level +",，奖励等级+,,,,,,報酬レベル,보상 수준 +
，奖励血量+,", reward health +",，奖励血量+,,,,,,ボーナス・ブラッド,보너스 피 +
，奖励攻击力+,", reward ATK +",，奖励攻击力+,,,,,,ボーナス攻撃力,보너스 공격력 +
容易,Easy,容易,,,,,,陥りやすい,책임(에)
简单,Easy,简单,,,,,,単純,단순한
中等,Medium,中等,,,,,,中くらい,중간
困难,Hard,困难,,,,,,困難,어려움
疯狂,Madness,疯狂,,,,,,絶大な人気,극도의 인기
完成,Completed,完成,,,,,,仕上げる,마치다
游戏出Bug啦~,The game is out!,游戏出Bug啦~,,,,,,ゲームにバグがあるんだ。,게임에 버그가 있습니다.
你已经获得所有皮肤~,You've got all the skins!,你已经获得所有皮肤~,,,,,,すべてのスキンを持っている,모든 스킨이 다 있네요~
已到达目标点附近,Reached near the target point.,已到达目标点附近,,,,,,目標地点付近に到着した。,목표 지점 근처에 도착했습니다.
未获得,Not Obtained,未获得,,,,,,未取得,획득하지 못함
增加最大生命值\n+,Increase HP Upper Limit\n+,增加最大生命值\n+,,,,,,最大耐用年数の増加,최대 생명력 값 증가 \n+
恢复当前生命值\n+,Restore HP\n+,恢复当前生命值\n+,,,,,,現在の生命値を復元する,현재 수명 값 복원\n+
增加攻击力\n+,ATK +,增加攻击力\n+,,,,,,攻撃力アップ,공격력 증가\n+
增加移动速度\n+,Increase Speed\n+,增加移动速度\n+,,,,,,移動速度増加,이동 속도 증가\n+
增加飞行速度\n+,Increase Flight Speed\n+,增加飞行速度\n+,,,,,,飛行速度を上げる,비행 속도 증가\n+
增加跳跃高度\n+,Increase Jump Height\n+,增加跳跃高度\n+,,,,,,ジャンプの高さを上げる,점프 높이 증가\n+
增加2次使用次数,Increase usage twice,增加2次使用次数,,,,,,使用回数を2回増やす,사용 횟수 2번 증가
小手别点太快,Don't touch it too fast!,小手别点太快,,,,,,あまり早くクリックしないこと。,너무 빨리 클릭하지 마세요.
获得5秒无敌防御,Gain 5s of Invincible Defense,获得5秒无敌防御,,,,,,5秒間無敵の防御力を得る,5초 동안 무적 방어력 획득
使用成功,Success,使用成功,,,,,,使用成功,성공적으로 사용됨
最大生命值：,Max HP:,最大生命值：,,,,,,最大の健康状態:,최대 체력:
攻击力：,ATK:,攻击力：,,,,,,攻撃力：,공격력:
移动速度：,Speed:,移动速度：,,,,,,移動速度：,이동 속도:
飞行速度：,Flying Speed:,飞行速度：,,,,,,飛行速度：,비행 속도:
跳跃高度：,Jump Height:,跳跃高度：,,,,,,ジャンプの高さ,점프 높이:
连续消灭2人！势不可当！,Eliminate 2 players in a row! Impossible!,连续消灭2人！势不可当！,,,,,,2人連続で殺せ！止められない！,연속으로 2명을 죽여라! 멈출 수 없다!
连续消灭3人！勇冠三军！,Eliminate 3 players in a row! Champion Warrior!,连续消灭3人！勇冠三军！,,,,,,3人連続で殺せ！三軍を勇敢に制覇せよ！,연속으로 3명을 죽여라! 세 군대를 용감하게 승리하세요!
连续消灭4人！无人能敌！,Eliminate 4 players in a row! Invincible!,连续消灭4人！无人能敌！,,,,,,4人連続で殺せ！比類のない！,연속으로 4명을 죽여라! 타의 추종을 불허합니다!
连续消灭5人！横扫千军！,Eliminate 5 players in a row! Sweep the thousands!,连续消灭5人！横扫千军！,,,,,,5人連続で殺せ！数千の軍隊を掃討せよ！,연속으로 5명을 죽여라! 수천 명의 군대를 쓸어버리세요!
连续消灭6人！接近神了！,Eliminate 6 players in a row! Close to God!,连续消灭6人！接近神了！,,,,,,6人を連続で殺せ！神に近い！,연속으로 6명을 죽여라! 하나님께 가까이!
连续消灭7人！超越神了！,Eliminate 7 people in a row! Beyond God!,连续消灭7人！超越神了！,,,,,,7試合連続の敗退！神を超えて,7회 연속 탈락! 신을 넘어서!
连续消灭,Continuous Annihilation,连续消灭,,,,,,連続消去,연속 탈락
人！超越神了！,Man! Beyond God!,人！超越神了！,,,,,,人だ！神を超えて,여러분! 신을 넘어서!
这里是属于你的个人演唱会，在舞台上尽情展示你的风采吧~,"This is your solo concert, showcase your demeanor on stage!",这里是属于你的个人演唱会，在舞台上尽情展示你的风采吧~,,,,,,これはあなただけのコンサートです、ステージであなたのスタイルを披露してください～！,"나만의 콘서트, 무대에서 나만의 스타일을 뽐내보세요~!"
这里是跳舞PK现场，加入他们，赢得接下来的比赛吧~,Join them here to win the next games!,这里是跳舞PK现场，加入他们，赢得接下来的比赛吧~,,,,,,これがダンスPKのシーンだ、彼らに加わって次のコンテストで優勝しよう～！,"댄스 PK 장면입니다, 함께 참여해서 다음 대회에서 우승하세요~!"
这里是休息区，可以躺在椅子一边沐浴阳光，一边欣赏舞台上的风采。,"Here is the lounge area, where you can lounge on a chair and soak up the sun while enjoying the scenery on stage.",这里是休息区，可以躺在椅子一边沐浴阳光，一边欣赏舞台上的风采。,,,,,,ここはラウンジエリアになっていて、椅子にリクライニングしてステージを見ながら日光浴ができる。,의자에 기대어 앉아 무대를 감상하며 햇살을 만끽할 수 있는 라운지 공간입니다.
这里是聊天区，你可以在这里交到很多游戏好朋友，快点加入他们吧~,"This is the chat area, where you can make many good gaming friends. Join them now!",这里是聊天区，你可以在这里交到很多游戏好朋友，快点加入他们吧~,,,,,,ここにチャットエリアがあります。ここでゲーム中の良い友達をたくさん作ることができます！,"여기는 채팅 공간입니다, 여기서 게임에서 좋은 친구를 많이 사귈 수 있습니다, 서둘러서 그들과 함께하세요~!"
这个是豪华的摩天轮，带上你的好朋友快来坐一坐免费的摩天轮吧~,This is a luxurious Ferris wheel. Take your good friends and ride the free Ferris wheel!,这个是豪华的摩天轮，带上你的好朋友快来坐一坐免费的摩天轮吧~,,,,,,豪華な観覧車です。仲の良いお友達を誘って、無料の観覧車に乗ってみませんか～！,"럭셔리 대관람차, 좋은 친구들을 데리고 무료 대관람차를 타보세요~!"
这个是豪华的旋转木马，带上你的游戏好友快来享受快乐吧~,"This is a luxurious carousel, bring your gaming friends and have fun!",这个是豪华的旋转木马，带上你的游戏好友快来享受快乐吧~,,,,,,デラックスなメリーゴーランドです。ゲーム仲間を誘ってお楽しみください！,디럭스 회전목마로 게임 친구들과 함께 즐거운 시간을 보내세요~!
这个是高级蹦床，反复跳跃会越跳越高，小心跳出宇宙哦~带上你的游戏好友来尝试跳出宇宙吧~,This is an advanced trampoline. Jumping repeatedly will make you jump higher and higher. Take your game friends and try jumping out of space!,这个是高级蹦床，反复跳跃会越跳越高，小心跳出宇宙哦~带上你的游戏好友来尝试跳出宇宙吧~,,,,,,これは、高度なトランポリンであり、繰り返しジャンプが高く高くジャンプします、ああ〜宇宙の外にジャンプしようとするあなたのゲームの友人をもたらす〜〜から飛び出すように注意してください！,"이것은 고급 트램폴린이며, 반복적으로 점프하면 더 높이 점프하고 우주에서 뛰어 내릴 수 있으니 조심하세요 오 ~ 게임 친구들을 데리고 우주에서 뛰어 내리기 위해 ~ ~!"
这个是能把人物击飞的旋转闸刀，千万不要触碰它们哟~,This is a rotary knife that can knock characters away. Don't touch them!,这个是能把人物击飞的旋转闸刀，千万不要触碰它们哟~,,,,,,これは回転ゲートで、キャラクターを飛ばすことができるので、触らないように！,캐릭터를 날려 보낼 수 있는 회전 게이트이므로 만지지 마세요!
听说这里的大炮可以把人物当作子弹发射出去、快带上你的游戏好友来试试吧~,I heard the cannon here can shoot characters as bullets. Try it out with your game friends!,听说这里的大炮可以把人物当作子弹发射出去、快带上你的游戏好友来试试吧~,,,,,,ここの大砲はキャラクターを弾に見立てて撃てるらしいから、友達を誘って試してみて！,이곳의 대포는 캐릭터를 총알로 쏠 수 있다고 들었으니 친구들과 함께 체험해 보세요!
周围全部都是带电的围栏，千万不要触碰它们。周围布满了传送门，进入传送门会被传送到魔兽山脉，可以寻找斗技、功法、丹药和异火来帮助你升级哟~,"Electric fences all around; don't touch them. Portals are all over the place. Entering the portal will teleport you to the Beast Mountain. You can find combat skills, skills, potions, and fire to help upgrade your level.",周围全部都是带电的围栏，千万不要触碰它们。周围布满了传送门，进入传送门会被传送到魔兽山脉，可以寻找斗技、功法、丹药和异火来帮助你升级哟~,,,,,,そこらじゅうに電撃フェンスがあるので、触らないように。そこらじゅうにテレポートポータルがあり、そこに入れば獣の山脈に飛ばされ、そこでレベルアップに役立つ戦闘スキルやテクニック、エリクサー、特殊な火を探すことができるんだ！,"주변에 전기가 흐르는 울타리가 있으니 만지지 마세요. 주변에 순간 이동 포털이 있으며, 포털에 들어가면 야수 산맥으로 이동하여 전투 기술, 기술, 엘릭서 및 특수 불을 찾아 업그레이드하는 데 도움이되는 요~!"
这里就是魔兽山脉，这里可以获得斗技、功法、丹药、异火，可以帮助你快速晋级到斗帝哟~,"Here are the Beast Mountains. You can get combat skills, skills, potions, and firepower to help you advance to the Battle King quickly.",这里就是魔兽山脉，这里可以获得斗技、功法、丹药、异火，可以帮助你快速晋级到斗帝哟~,,,,,,ここは魔獣山脈で、闘技、技、仙薬、異火を手に入れることができる！,"이곳은 악마 짐승 산맥으로, 전투 기술, 기술, 영약, 외화 등을 얻을 수있어 도우 디요로 빠르게 전진 할 수 있습니다~!"
魔兽山脉遍地都是宝贝，快通过传送门到这里寻找宝藏吧，记得带上你的游戏好友一起寻找哟~,The Beast Mountains are full of treasures. Use the portal to find the treasures here. Remember to take your game friends with you to find them!,魔兽山脉遍地都是宝贝，快通过传送门到这里寻找宝藏吧，记得带上你的游戏好友一起寻找哟~,,,,,,ビーストマウンテンレンジは宝物でいっぱいです、すぐにポータルを通過してここで宝物を見つける、ヨ〜を探すために一緒にあなたのゲームの友人を連れて来ることを忘れないでください！,"야수 산맥에는 보물이 가득하니, 포털을 통해 빠르게 이곳의 보물을 찾아 게임 친구들을 모아 요~!"
游戏中还有很多好玩的功能，比如右上角的商店里面可以使用各种各样的武器，漂亮帅气的服装，绚丽多彩的翅膀和拖尾。还有排行榜，可以查看自己在游戏中的所有玩家中的排名。还有图鉴里面可以查看所有的斗技、功法、丹药和异火。背景音乐可以自由切换等等。带上你的好友快来体验游戏中的乐趣吧。,"There are many fun features in the game, such as a variety of weapons, beautiful and handsome costumes, and colorful wings and trails in the shop in the upper right corner. There is also a leaderboard to view your ranking among all players in the game. You can also view all Battle Techniques, Skills, Pill Potions, and Hexes in the Codex. Background music can be switched freely, etc. Take your friends and experience the fun in-game!",游戏中还有很多好玩的功能，比如右上角的商店里面可以使用各种各样的武器，漂亮帅气的服装，绚丽多彩的翅膀和拖尾。还有排行榜，可以查看自己在游戏中的所有玩家中的排名。还有图鉴里面可以查看所有的斗技、功法、丹药和异火。背景音乐可以自由切换等等。带上你的好友快来体验游戏中的乐趣吧。,,,,,,右上にあるショップでは様々な武器を使うことができ、美しくハンサムなコスチューム、カラフルな翼や引きずる尻尾など、ゲーム内には楽しい機能がたくさんある。また、リーダーボードも用意されており、ゲーム内の全プレイヤーの中での自分の順位を確認することができる。戦いのテクニック、技、万能薬、異国の火などをチェックできる図鑑もある。BGMは自由に切り替えられるなど。友達を誘って、ゲームの楽しさを体験しよう。,"게임에는 다양한 무기를 사용할 수 있는 오른쪽 상단의 상점, 아름답고 멋진 의상, 화려한 날개와 꼬리 등 재미있는 기능이 많이 있습니다. 게임 내 모든 플레이어 중 자신의 순위를 확인할 수 있는 순위표도 있습니다. 모든 전투 기술, 묘기, 비약, 외래 화재를 확인할 수 있는 일러스트북도 있습니다. 배경 음악 등을 자유롭게 전환할 수 있습니다. 친구들과 함께 게임의 재미를 경험하세요."
正在使用飞行技能,Using Flying Skill,正在使用飞行技能,,,,,,使用中の飛行技術,사용 중인 비행 기술
使用蹦床期间不可以使用飞行翅膀哟~,You can not use Flying Wings during trampoline use!,使用蹦床期间不可以使用飞行翅膀哟~,,,,,,トランポリンを使用している間は、フライングウィングを使用することはできない！,트램펄린을 이용하는 동안에는 플라잉 윙을 사용할 수 없습니다!
飞行倒计时 ,Countdown ,飞行倒计时 ,,,,,,フライトカウントダウン ,항공편 카운트다운 
 秒, Seconds, 秒,,,,,, 秒, 60분의 1도에 해당하는 각도 또는 호의 단위
 击败了 , Defeat , 击败了 ,,,,,, 負けた , 패배하다 
你已被 ,You have been ,你已被 ,,,,,,あなたは ,당신은 
 击败, Defeat, 击败,,,,,, 敗北, 패배
击败 ,Defeat ,击败 ,,,,,,敗北 ,패배 
 完成复仇, Complete Revenge, 完成复仇,,,,,, リベンジを果たす, 복수 완료
普通人(0 级),Ordinary (Level 0),普通人(0 级),,,,,,一般人口（レベル0）,일반 인구(레벨 0)
斗之气 ,Energy ,斗之气 ,,,,,,闘志 ,투지 
 段(, Paragraph (, 段(,,,,,, パラグラフ, 단락 (
级),Level),级),,,,,,レベル),레벨)
斗者 ,Fighter ,斗者 ,,,,,,ファイター ,전투기 
 星(, Star (, 星(,,,,,, スター(, 별 (
斗师 ,Fighter ,斗师 ,,,,,,ファイター ,전투기 
大斗师 ,Fighter ,大斗师 ,,,,,,巨匠 ,위대한 마스터 
斗灵 ,Fighter Spirit ,斗灵 ,,,,,,闘志 ,투지 
斗王 ,Fighter ,斗王 ,,,,,,喧嘩王 ,싸움의 왕 
斗皇 ,Fighter ,斗皇 ,,,,,,ゴッド・オブ・ウォー ,갓 오브 워 
斗宗 ,Fighter ,斗宗 ,,,,,,杜宗、道教の運命の神 ,"도교의 운명의 신, 두종 "
斗尊 ,Master ,斗尊 ,,,,,,デュエリスト ,듀얼리스트 
斗圣 ,Fighter ,斗圣 ,,,,,,ケンカの神様 ,싸움의 신 
斗帝 ,Emperor ,斗帝 ,,,,,,ゴッド・オブ・ウォー ,갓 오브 워 
未拥有、可在抽奖中获得哟~,Unowned items can be obtained in the lottery.,未拥有、可在抽奖中获得哟~,,,,,,持っていない人は抽選で手に入れることができる。,가지고 있지 않다면 추첨을 통해 받을 수 있습니다.
增加次数,Increase count,增加次数,,,,,,回数増,횟수 증가
第,No.,第,,,,,,第,아니요.
已通关,Cleared,已通关,,,,,,完了しました,완전한
关已解锁,Level Unlocked,关已解锁,,,,,,ロック解除,잠금 해제
级解锁,Unlock at Level,级解锁,,,,,,トップレベルでロック解除,최상위 레벨에서 잠금 해제
等级不足,Insufficient level.,等级不足,,,,,,レベルが足りません,레벨이 부족해요
关已通关,Area Cleared,关已通关,,,,,,パスはクリアされた。,통과가 완료되었습니다.
小手别点太快哟~,Don't touch it too fast!,小手别点太快哟~,,,,,,あまり早くクリックしないこと。,너무 빨리 클릭하지 마세요.
等级,Level,等级,,,,,,学年,등급
第 ,No. ,第 ,,,,,,第 ,아니요. 
 名, Name, 名,,,,,, 名, 장소(예: 우승자 중)
已佩戴,Wearing,已佩戴,,,,,,着古した,착용
请选择武器~,Please select a weapon!,请选择武器~,,,,,,武器を選択してください。,무기를 선택해 주세요.
已使用~,Used~,已使用~,,,,,,中古,중고~
保存武器,Save Weapon,保存武器,,,,,,武器の保存,무기 보존
保存服装,Save Outfit,保存服装,,,,,,衣類の保存,의류 보존
保存翅膀,Save Wing,保存翅膀,,,,,,翼を守れ,날개 저장
保存拖尾,Save Trail,保存拖尾,,,,,,セーブ・ドラッグテイル,드래그 테일 저장
得到奖励攻击力+100生命值+1000,Get ATK + 100 HP + 1000,得到奖励攻击力+100生命值+1000,,,,,,ボーナス攻撃＋100 ライフスティール＋1000,보너스 공격력 +100 생명력 +1000 획득
得到奖励攻击力+200生命值+2000,Get ATK + 200 HP + 2000,得到奖励攻击力+200生命值+2000,,,,,,ボーナス攻撃＋200 ライフスティール＋2000,추가 공격 +200 생명력 +2000 획득
得到奖励攻击力+300生命值+3000,Get ATK + 300 HP + 3000,得到奖励攻击力+300生命值+3000,,,,,,ボーナス攻撃 +300 ライフスティール +3000,보너스 공격력 +300 생명력 +3000 획득
得到奖励攻击力+400生命值+4000,Gain ATK + 400 HP + 4000,得到奖励攻击力+400生命值+4000,,,,,,ボーナス攻撃 +400 ライフスティール +4000,보너스 공격력 +400 생명력 획득 +4000
得到奖励攻击力+500生命值+5000,Get ATK +500 HP +5000,得到奖励攻击力+500生命值+5000,,,,,,ボーナス攻撃 +500 ライフスティール +5000,보너스 공격력 +500 생명력 +5000 획득
得到奖励攻击力+600生命值+6000,Get ATK +600 HP +6000,得到奖励攻击力+600生命值+6000,,,,,,ボーナス攻撃 +600 ライフスティール +6000,보너스 공격력 +600 생명력 +6000 획득
得到奖励攻击力+700生命值+7000,Get ATK + 700 HP + 7000,得到奖励攻击力+700生命值+7000,,,,,,ボーナス攻撃＋700 ライフスティール＋7000,보너스 공격력 +700 생명력 +7000 획득
已领取哟~,Claimed!,已领取哟~,,,,,,私はそれを持っている。,알겠습니다.
未到领取时间哟~,Not time yet!,未到领取时间哟~,,,,,,まだ回収の時期ではない。,아직 수집할 때가 아닙니다.
不存在这份存档，可能是新玩家,"This archive does not exist, it may be new player",不存在这份存档，可能是新玩家,,,,,,このアーカイブは存在しません。新しいプレーヤーである可能性があります,이 아카이브는 존재하지 않습니다. 새로운 플레이어일 수 있습니다.
世界UI,World,世界UI,,,,,,世界UI,월드 UI
蹦床,Trampoline,蹦床,,,,,,トランポリン,트램펄린
张吉惟,Jackie Zhang,张吉惟,,,,,,チャン・ジーウェイ,장지웨이
林国瑞,Lin Guorui,林国瑞,,,,,,林国瑞,린 구오루이
林玫书,Mary Lin,林玫书,,,,,,林美秀,린 메이슈
林雅南,Lin Yanan,林雅南,,,,,,林延安,린 야난
